name,eng_name,type,degree,image,contents
복숭아 리큐르,Peach liqueur,weak,20,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/045.%EB%B3%B5%EC%88%AD%EC%95%84%EB%A6%AC%ED%81%90%EB%A5%B4.png,"복숭아 추출물과 신선한 향을 보존하기 위한 감미로운 브랜디를 결합하여 만든 리큐르로 설탕이 추가되었다."
블루 큐라소,Blue curacao,weak,20,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/007.%EB%B8%94%EB%A3%A8%ED%81%90%EB%9D%BC%EC%86%8C.png,"오렌지 향이 나는 달콤한 맛의 파란색 리큐어로 라라하 귤 열매의 껍질로 만든 큐라소 리큐르에 식용 색소로 색을 냈다."
사과 리큐르,Apple liqueur,weak,15,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/002.%EC%82%AC%EA%B3%BC%EB%A6%AC%ED%81%90%EB%A5%B4.png,"사과를 증류하여 만든 리큐르로 병에 담기 전에 설탕을 첨가한다."
산사춘,Sansachun,weak,13,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/078.%EC%82%B0%EC%82%B0%EC%B6%9890.png,"쌀을 주원료로 하여 산사나무와 산수유 열매로 향과 맛의 깊이를 더했다. 은은한 과실향에 새콤한 맛이 미각을 살려준다."
살구 브랜디,Apricot brandy,weak,24,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/003.%EC%82%B4%EA%B5%AC%EB%B8%8C%EB%9E%9C%EB%94%94.png,"브랜디에 살구와 여러 가지 향료를 첨가하여 당분과 함께 침지법을 사용하여 만든 리큐르로 살구향과 살구씨에서 우러난 아몬드향이 특징입니다."
생 제르망,St Germain,weak,20,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/b287efa3-c119-406a-ab07-d88ad588db33b76f44b6b4e35ff1e9668e904.png,"국내에서는 인지도가 상대적으로 낮은 향신료이자 꽃인 엘더 플라워로 만든 프랑스 산 프리미엄 리큐르."
샴보드,Chambord,weak,17,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/62cb5237-a079-47b8-bfa6-c67d1e1b9dd51b084acdc75744f121af76605.png,"블랙라즈베리 리큐르로 독특한 모양의 병에 담겨있다. 프랑스 국왕 루이 14세가 샴보드 성을 방문하였을 때 산딸기로 만든 리큐르를 즐긴 것에 유래한다."
서던 컴포트,Southern comfort,weak,35,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/068.%EC%84%9C%EB%8D%98%EC%BB%B4%ED%8F%AC%ED%8A%B8.png,"버번위스키에 복숭아 향미를 첨가한 리큐르로 미국을 대표한다."
소주,Soju,weak,17,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/075.soju90.png,"곡류를 발효시켜 증류하거나, 알코올을 물로 희석하여 만든 한국의 전통주 중 하나. 국내에서는 저렴한 술이지만 해외에서는 고가로 판매되며 제조 방법에 따라 희석식 소주, 증류식 소주로 구분됩니다."
스위트 베르무트,Sweet Vermouth,weak,18,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/044.%E1%84%89%E1%85%B3%E1%84%8B%E1%85%B1%E1%84%90%E1%85%B3%E1%84%87%E1%85%A6%E1%84%85%E1%85%B3%E1%84%86%E1%85%AE%E1%84%90%E1%85%B3.png,"베르뭇, 버무스라 불리며 와인에 40여종의 약재가 포함된 혼성 포도주로 원래 식전주로 만들었지만 칵테일용으로 많이 이용된다. 스위트 베르무트는 레드 베르무트로 불리며, 레드와인을 베이스로 설탕이 첨가되어 단맛이 난다."
스파클링 와인,Sparkling wine,weak,12,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/069.%EC%8A%A4%ED%8C%8C%ED%81%B4%EB%A7%81%EC%99%80%EC%9D%B8.png,"발포성와인으로 발효 도중에 생기는 탄산가스를 함유한 와인이다. 샴페인은 가장 잘 알려진 스파클링 와인이며 프랑스 샴페인 지역에서만 만들어집니다."
아마레토,Amaretto,weak,28,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/001.%EC%95%84%EB%A7%88%EB%A0%88%ED%86%A090.png,"살구씨를 물에 침지, 증류하여 아몬드향과 비슷한 향을 만들어 향초 성분과 혼합하고 시럽을 첨가해서 만든 이탈리아 리큐르로 아몬드 향이 강합니다."
아메리칸 허니,American Honey,weak,36,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/980aa490-b9de-4afe-93fd-3fc9ee37e32b1b084acdc75744f121af76606.png,"버번 위스키에 꿀이 첨가된 리큐르로 다른 위스키에 비해 단맛이 강하다."
아페롤,Aperol,weak,11,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/047.%EC%95%84%ED%8E%98%EB%A1%A4.png,"붉은 오렌지색의 이탈리아 감귤 리큐르로 식전주로 만들어진 술이다. 아페롤 스프리츠가 유명하다."
엑스레이티드,Rated,weak,17,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/7b709329-f0c7-4293-ab21-07673771b03e1b084acdc75744f121af76604.png,"슈퍼 프리미엄 보드카에 블러드 오렌지, 망고, 패션 푸르츠 등의 열대과일을 배합하여 만든 리큐르. 최고 수위의 영화등급을 의미하는 단어로 여성의 몸을 형상화한 병 디자인과 핫핑크 음료 색상으로 시각적인 면을 강조했다."
오렌지 비터,Orange bitter,weak,28,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/028.%EC%98%A4%EB%A0%8C%EC%A7%80%EB%B9%84%ED%84%B090.png,"씁쓸한 오렌지 껍질의 엑기스를 사용한 비터로 칵테일에 몇 방울만 넣어 오렌지 향을 더한다."
잭다니엘 허니,Jack Daniels Honey,weak,35,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/163c89da-760a-420d-bdd4-a28404fbd733b76f44b6b4e35ff1e9668e910.png,"테네시 위스키인 잭 다니엘의 풍미를 유지하면서 천연 꿀에서 오는 달콤한 부드러움을 선사한다. 도수가 낮아짐에 따라 위스키로 분류되지않고 리큐르로 분류된다."
체리 브랜디,Cherry brandy,weak,24,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/011.%EC%B2%B4%EB%A6%AC%EB%B8%8C%EB%9E%9C%EB%94%94.png,"레드 체리 주스로 만들어 달콤하고 진한 체리향이 나는 리큐르로 16세기부터 프랑스에서 만들어졌다."
치나,Cynar,weak,17,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/400f9b1c-9b68-4e6e-b8bb-4617d845420f1b084acdc75744f121af76601.png,"아티초크를 비롯한 13가지 식물로 만들어진 어두운 갈색의 허브 리큐르. 각종 허브를 이용해 달콤쌉싸름한 풍미를 내는 이탈리아 전통 리큐르를 일컫는 아마로 중 유명하다. 아티초크의 학명인 Cynar Scolymus에서 이름을 따왔다. 허브의 쌉싸름한 맛과 약한 단맛이 느껴진다."
칼루아,kahlua,weak,20,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/029.%EC%B9%BC%EB%A3%A8%EC%95%84.png,"럼 기반의 멕시코의 커피 리큐르이며 Acolhua(사람들의 집)을 의미합니다."
캄파리,Campari,weak,25,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/010.%EC%BA%84%ED%8C%8C%EB%A6%AC.png,"과일과 허브에 알코올과 물을 주입하여 만든 캄파리는 쓴 허브 향이 나는 20~28% 도수의 이탈리아 리큐르다. 비터이지만 식전주로 많이 사용된다."
커피 리큐르,Coffee liqueur,weak,16,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/012.%EC%BB%A4%ED%94%BC%EB%A6%AC%ED%81%90%EB%A5%B4.png,"커피맛이 나는 리큐르로 칼루아와 티아 마리아가 유명하다."
콰이페,Kwai Feh,weak,20,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/8a3a9738-d77c-4f7b-a1d9-7b60e1aaa3ee1b084acdc75744f121af76609.png,"달콤한 리치 리큐르로 리치를 가장 좋아했다는 중국 3대 미녀 양귀비를 모티브로 탄생했다."
크렘 드 민트 그린,Creme de menthe green,weak,24,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/017.%EB%AF%BC%ED%8A%B8%EA%B7%B8%EB%A6%B0.png,"시원하고 부드러운 맛을 지닌 박하잎에서 추출한 농축액으로 만들어진 페퍼민트 리큐르로 그린은 색을 내는데 주로 사용한다."
크렘 드 민트 화이트,Creme de menthe white,weak,24,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/053.%EB%AF%BC%ED%8A%B8%ED%99%94%EC%9D%B4%ED%8A%B8.png,"시원하고 부드러운 맛을 지닌 박하잎에서 추출한 농축액으로 만들어진 페퍼민트 리큐르로 화이트는 그린과 맛에서 구별되지않고 투명한 특성으로 칵테일의 색깔에 영향을 주지않고 상큼한 민트 맛을 내는데 사용한다."
크림 드 카시스,Creme de cassis,weak,20,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/016.%ED%81%AC%EB%A6%BC%EB%93%9C%EC%B9%B4%EC%8B%9C%EC%8A%A4.png,"블랙커런트 추출액과 증류주를 혼합하여 만든 리큐르로 달콤하고 약간 산미가 있고 매우 진하며 시럽처럼 고농축이다."
크림 드 카카오 브라운,Creme de cacao brown,weak,25,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/052.%EC%B9%B4%EC%B9%B4%EC%98%A4%EB%B8%8C%EB%9D%BC%EC%9A%B4.png,"카카오 열매와 바닐라 추출물을 증류하여 만든 달콤한 초콜릿 리큐르. 브라운은 화이트에 비해 더 다크하고 씁쓸하며 갈색의 시럽같은 질감이다."
크림 드 카카오 화이트,Creme de cacao white,weak,24,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/015.%EC%B9%B4%EC%B9%B4%EC%98%A4%ED%99%94%EC%9D%B4%ED%8A%B8.png,"카카오 열매와 바닐라 추출물을 증류하여 만든 달콤한 초콜릿 리큐르. 화이트는 달콤한 카카오의 향과 맛을 가지면서 칵테일 색상에 영향을 주지않는다."
트리플 섹,Ttriple sec,weak,20,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/071.%ED%8A%B8%EB%A6%AC%ED%94%8C%EC%84%B9.png,"오렌지 껍질, 브랜디, 설탕을 원료로 한 달콤하고 무색의 오렌지 리큐르로, 3번의 증류를 거듭했다는 뜻에서 나온 이름이다."
파르페 아무르,Parfait Amour,weak,25,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/376004de-2a31-435b-8eb9-6a3f93a4761e1b084acdc75744f121af76600.png,"달콤한 오렌지와 바닐라의 풍미를 가진 보라색의 리큐르로 오렌지, 네롤리(오렌지 꽃), 바닐라 빈을 블렌딩하여 만들어졌습니다. Perfect Love(완벽한 사랑)이라는 뜻입니다."
파이어볼,Fire Ball,weak,33,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/3c6052c3-1dc8-4ee1-930f-4b33ac9352e31b084acdc75744f121af76608.png,"위스키 베이스의 계피맛 리큐르로 강렬한 시나몬에 더해지는 은은한 단맛을 갖고있다."
프란젤리코,Frangelico,weak,20,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/056.%ED%94%84%EB%9E%80%EC%A0%A4%EB%A6%AC%EC%BD%94.png,"20% 도수의 헤이즐넛 리큐르로 맑은 갈색을 띄고 있다."
화이트 베르무트,Dry vermouth,weak,18,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/042.%ED%99%94%EC%9D%B4%ED%8A%B8%EB%B2%A0%EB%A5%B4%EB%AC%B4%ED%8A%B8.png,"베르뭇, 버무스라 불리며 와인에 40여종의 약재가 포함된 혼성 포도주로 원래 식전주로 만들었찌만 칵테일용으로 많이 이용된다. 화이트 베르무트는 바닐라와 클로버 맛과 함께 오레가노와 백리향의 강력한 아로마를 가지고있다."
화이트 와인,White wine,weak,10,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/043.%ED%99%94%EC%9D%B4%ED%8A%B8%EC%99%80%EC%9D%B8.png,"백포도주로 백포도, 적포도의 껍질을 제거한 후 포도즙만을 발효시켜 만든 발효주. 노란색을 띄며 샤도네, 소비뇽블랑, 리즐링이 유명합니다."
힙노틱,Hpnotiq,weak,17,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/060.%ED%9E%99%EB%85%B8%ED%8B%B1.png,"최면에 빠진이라는 뜻으로 보드카, 꼬냑 및 과일주스로 만든 리큐르. 여러가지 과일맛이 조화롭고 알콜향이 강하지않다."
레드불,Red bull,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/033.%EB%A0%88%EB%93%9C%EB%B6%8880.png,"레드불은 에너지 음료로 예거밤 칵테일에 예거 마이스터와 함께 사용됩니다."
레몬티,Lemon Tea,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/114a10bb-4826-4f90-9a79-59077fb2f298b76f44b6b4e35ff1e9668e918.png,"레몬조각과 레몬향을 균형있게 블렌딩하여 상큼한 맛과 향을 즐길수 있는 홍차로 따뜻하게 혹은 아이스티로 마신다."
물,Water,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/042.%EB%AC%BC.png,"물은 칵테일 믹서로 자주 사용되지 않지만 때로는 스카치 또는 버번과 혼합되어 도수를 약하게하고 더 복잡한 맛을 냅니다."
사이다,Sprite,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/048.%EC%82%AC%EC%9D%B4%EB%8B%A480.png,"액상과당, 설탕, 레몬향, 라임향, 구연산 등을 원료로 만든 무색 투명한 카페인이 없는 탄산음료로 7Up과 스프라이트와 같이 사용된다."
솔의눈,Pine Bud Drink,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/30360845-22d6-4d94-b074-f2c075b1f05cb76f44b6b4e35ff1e9668e91b.png,"솔싹추출물을 함유한 음료로 솔잎향과 함께 시원하고 상쾌한 느낌이 든다. 호불호가 있는 음료지만 술과 섞으면 잘 어울려 칵테일 재료로 사용된다."
식용장미수,RABEE Rose water,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/aa798194-3ae1-4754-8324-e8e35cd32a8d5e7e641ee43d14e631bfa2c0b.png,"다마스크 장미의 꽃을 증류하여 얻는 증류액인 Rosewater는 천년 이상의 오랜 역사를 이어오고 있는 중동지역의 특산품입니다."
우유,Milk,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/023.%EC%9A%B0%EC%9C%A0.png,"흰색 유제품으로 칵테일에 부드러운 질감을 더해주는 믹서로 사용됩니다."
진저 비어,Ginger beer,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/025.%EC%A7%84%EC%A0%80%EB%B9%84%EC%96%B480.png,"강한 생강향이 나고 진저 에일과 비슷한 맛의 탄산 음료."
진저 에일,Ginger ale,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/024.%EC%A7%84%EC%A0%80%EC%97%90%EC%9D%BC70.png,"소다수에 생강의 풍미를 곁들인 탄산음료로 위스키, 브랜디, 진과 함께 자주 사용된다."
커피,Coffee,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/008.%EC%BB%A4%ED%94%BC80.png,"로스팅한 커피콩과 물로 만든 음료로 아이리쉬 위스키와 혼합하여 아이리쉬 커피를 만드는 것이 유명합니다."
코코넛 밀크,Coconut milk,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/007.%EC%BD%94%EC%BD%94%EB%84%9B%EB%B0%80%ED%81%AC80.png,"코코넛 과육에 따뜻한 물을 섞어 만든 달콤한 주스로 열대 음료에 많이 사용됩니다."
콜라,Cola,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/009.%EC%BD%9C%EB%9D%BC90.png,"카페인과 미묘한 바닐라 향이 가미된 달콤한 탄산 음료."
탄산수,Soda water,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/035.%ED%83%84%EC%82%B0%EC%88%9890.png,"탄산가스와 무기염류를 함유한 음료수로 소다수는 감미료가 포함되지 않아 맛을 바꾸지않고 다양한 음료에 탄산과 물을 첨가할 수 있다. 위스키와 잘 어울리고 독한 술을 마실 때 사용한다."
토닉워터,Tonic water,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/040.%ED%86%A0%EB%8B%89%EC%9B%8C%ED%84%B090.png,"쓴맛이 나는 탄산음료로 소다수에 키나나무에서 얻어낸 엑기스인 키니네(퀴닌)와 기타 재료를 섞어 만든다. 진과 잘 어울린다."
파워에이드,Powerade,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/068.%ED%8C%8C%EC%9B%8C%EC%97%90%EC%9D%B4%EB%93%9C90.png,"코카콜라에서 개발한 무탄산 스포츠 음료로 1988년에 출시되었다. 비타민 B와 4가지 전해질 ION4가 함유되어 있어 몸에 물보다 빠른 흡수가 되는 것으로 유명하다."
핫식스,HotSix,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/069.%ED%95%AB%EC%8B%9D%EC%8A%A480.png,"핫식스는 롯데칠성음료에서 제조 및 판매하는, 고카페인 에너지 음료이다. 외국에서 많이 판매되는 레드불이나 몬스터의 한국판 음료."
홍차,Black tea,beverage,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/051.%ED%99%8D%EC%B0%A890.png,"차나무의 찻잎을 우려내어 강한 허브 맛이 나는 차. 다양한 칵테일에 사용됩니다."
라임 주스,Lime juice,juice,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/066.%EB%9D%BC%EC%9E%84%EC%A3%BC%EC%8A%A490.png,"라임을 착즙하여 만든 주스"
레몬 주스,Lemon juice,juice,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/065.%EB%A0%88%EB%AA%AC%EC%A3%BC%EC%8A%A490.png,"레몬을 착즙하여 만든 주스"
레몬에이드,lemonade,juice,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/020.%EB%A0%88%EB%AA%AC%EC%97%90%EC%9D%B4%EB%93%9C90.png,"레몬 주스, 물 및 설탕으로 구성된 달콤한 레몬 맛의 음료."
망고 주스,Mango Juice,juice,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/ebff265e-6a9a-426d-83b1-41fee3274735b76f44b6b4e35ff1e9668e915.png,"망고를 착즙하여 만든 주스"
사과 주스,Apple juice,juice,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/049.%EC%82%AC%EA%B3%BC%EC%A3%BC%EC%8A%A470.png,"사과를 착즙한 과즙주스."
석류 주스,Pomegranate juice,juice,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/074.%EC%84%9D%EB%A5%98%EC%A3%BC%EC%8A%A4.png,"석류의 즙을 내어 만든 붉은 주스."
오렌지 주스,Orange juice,juice,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/030.%EC%98%A4%EB%A0%8C%EC%A7%80%EC%A3%BC%EC%8A%A490.png,"오렌지의 과즙 주스로 다양한 칵테일에 사용됩니다."
올리브 주스,Olive juice,juice,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/026.%EC%98%AC%EB%A6%AC%EB%B8%8C%EC%A3%BC%EC%8A%A490.png,"올리브를 보존하는데 사용되는 짠 염수로 씁쓸하고 짠맛을 칵테일에 더할 수 있습니다. 더티마티니가 유명합니다."
자몽 주스,Grapefruit juice,juice,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/014.%EC%9E%90%EB%AA%BD%EC%A3%BC%EC%8A%A4.png,"자몽 과즙주스로 칵테일에 흔히 사용됩니다."
지룩스 라임 주스,Giroux Lime Juice,juice,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/32012301-b057-414a-b021-cf8fe3b66756b76f44b6b4e35ff1e9668e909.png,"코디얼처럼 달콤한 라임주스로 새콤달콤한 맛을 더해줍니다."
크랜베리 주스,Cranberry juice,juice,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/010.%ED%81%AC%EB%9E%9C%EB%B2%A0%EB%A6%AC%EC%A3%BC%EC%8A%A4.png,"크랜베리를 착즙하여 만든 붉은색의 주스."
토마토 주스,Tomato juice,juice,0,https://cocktail-bucket.s3.ap-northeast-2.amazonaws.com/TB_ITEM_MASTER/039.%ED%86%A0%EB%A7%88%ED%86%A0%EC%A3%BC%EC%8A%A4.png,"토마토를 착즙하여 만든 주스"
